1.727273 -1.353535 -4.344761
-0.030303 -1.959596 -15.359147
-1.727273 -1.878788 -11.135904
-0.393939 0.222222 -0.042343
1.181818 0.828283 -1.347516
-1.666667 1.959596 -12.582288
-2.818182 1.111111 3.003877
-2.575758 -0.141414 6.554535
2.393939 0.828283 2.986736
0.757576 0.545455 -0.616162
-0.575758 -1.272727 -6.147842
-2.090909 -0.545455 3.181818
-1.787879 -0.747475 0.961637
-0.090909 -0.666667 -1.769513
-1.000000 -0.383838 0.410672
0.454545 0.545455 -0.983471
1.303030 -0.707071 -0.301908
-1.242424 -0.626263 -0.025202
-1.787879 -1.515152 -5.986226
0.939394 1.717172 -10.912254
-0.212121 1.636364 -10.665748
-2.696970 -0.989899 3.354046
3.000000 -1.717172 -2.794715
1.848485 -1.797980 -9.514029
-0.757576 -1.717172 -11.220794
0.454545 -0.383838 -0.382716
2.151515 -1.636364 -6.081726
2.454545 -0.545455 4.834711
1.727273 1.191919 -2.699214
2.878788 -1.717172 -3.507295
1.121212 -1.111111 -3.681155
-2.090909 1.393939 -3.400367
0.090909 1.515152 -9.174472
-0.212121 -0.303030 -0.322314
1.545455 1.676768 -8.857770
-2.515152 -1.434343 -1.903377
2.151515 1.717172 -7.165697
-0.757576 1.111111 -4.364351
-0.818182 -0.424242 -0.050505
0.696970 0.747475 -1.749107
1.000000 -1.070707 -3.585655
-1.969697 -1.232323 -2.194776
-2.636364 -1.757576 -5.405877
1.060606 -1.434343 -7.104479
-2.333333 0.909091 2.138659
-1.909091 1.676768 -7.601571
2.878788 0.505051 7.267116
1.424242 1.838384 -11.490154
3.000000 -1.838384 -4.518621
-2.575758 -1.676768 -4.611672
-1.121212 -1.474747 -7.442404
0.151515 1.959596 -15.337108
1.242424 -1.878788 -12.575758
1.727273 0.787879 0.500459
0.575758 -0.868687 -2.686971
0.818182 -1.878788 -13.449954
-0.272727 1.797980 -12.856545
2.030303 -1.232323 -1.952352
-0.757576 0.383838 -0.015407
0.212121 -0.303030 -0.322314
1.727273 0.626263 1.414652
-1.181818 1.111111 -3.541577
2.939394 1.474747 -0.059484
1.969697 1.434343 -4.349658
2.333333 -1.515152 -3.738292
1.666667 -1.434343 -5.451587
-0.393939 0.949495 -3.450974
2.030303 0.909091 0.816345
0.212121 0.626263 -1.523824
-2.272727 0.141414 5.085297
-0.151515 -0.424242 -0.696970
0.212121 -1.515152 -9.137741
-1.545455 -0.666667 0.610652
0.878788 1.232323 -5.302214
-2.575758 -0.262626 6.358637
-2.757576 -2.000000 -8.395776
2.030303 0.828283 1.377921
2.696970 -1.111111 2.335374
-0.090909 1.353535 -7.319967
2.030303 -1.393939 -3.650138
0.696970 1.595960 -9.702581
-2.151515 1.878788 -9.490358
-3.000000 0.545455 7.809917
-0.393939 0.262626 -0.120702
-1.181818 0.707071 -0.603102
1.606061 -1.878788 -11.539945
2.212121 1.111111 -0.044791
0.151515 0.626263 -1.545863
-2.818182 -1.434343 -0.287216
1.545455 0.020202 2.386797
-1.363636 -0.101010 1.818692
1.121212 1.313131 -5.640139
0.454545 0.585859 -1.166310
1.969697 1.474747 -4.819814
-2.696970 -1.474747 -1.425875
1.545455 -1.151515 -2.915519
2.575758 -0.464646 5.770942
-1.909091 1.393939 -4.127640
-0.212121 0.060606 0.030303
-0.393939 -1.474747 -8.544332
-0.757576 0.060606 0.559229
2.818182 0.383838 7.352821
-2.575758 -0.868687 3.616060
-2.454545 1.434343 -2.204571
-2.818182 -1.959596 -7.417917
-0.212121 1.474747 -8.654525
1.787879 0.747475 0.961637
2.575758 1.919192 -8.098663
-3.000000 0.545455 7.809917
3.000000 0.949495 5.393837
-2.090909 -1.191919 -1.310785
0.757576 0.383838 -0.015407
2.696970 1.070707 2.687991
-1.545455 0.343434 1.916641
1.787879 -0.505051 2.176207
2.454545 -0.424242 5.304867
1.060606 0.383838 0.535558
0.393939 -0.787879 -2.327824
0.575758 1.757576 -12.024793
-1.909091 1.595960 -6.543720
0.939394 1.757576 -11.473829
-0.515152 -0.464646 -0.598204
2.818182 -0.707071 5.942353
0.151515 -1.313131 -6.874299
2.272727 0.060606 5.150597
0.030303 -0.424242 -0.719008
2.575758 0.747475 4.399653
0.575758 0.909091 -2.974288
1.363636 -0.141414 1.779512
-2.757576 -0.222222 7.406693
-2.151515 -1.515152 -4.553719
2.333333 1.555556 -4.234568
2.333333 1.636364 -5.266299
0.636364 -0.909091 -2.900826
1.242424 -0.626263 -0.025202
2.454545 -1.878788 -8.094582
-1.606061 1.191919 -3.103255
-0.878788 -1.111111 -4.166003
-1.424242 0.707071 0.028671
0.393939 -1.474747 -8.544332
0.333333 -0.666667 -1.666667
-0.636364 -0.747475 -1.829915
-2.151515 0.222222 4.431487
1.848485 0.949495 -0.189266
1.181818 -0.707071 -0.603102
1.363636 0.343434 1.387716
-0.636364 1.070707 -4.180696
0.878788 -1.030303 -3.473829
-1.060606 -1.313131 -5.772370
-2.151515 -1.595960 -5.559331
-2.696970 -0.828283 4.529436
-1.727273 1.393939 -4.788797
-0.939394 -0.545455 -0.307622
-1.909091 0.303030 3.277319
1.909091 -1.474747 -5.054892
2.151515 -1.555556 -5.049995
1.969697 -1.919192 -10.853484
-0.636364 -0.585859 -0.967962
-1.060606 1.393939 -6.647383
-0.878788 -0.949495 -2.833895
-0.696970 -1.838384 -13.032854
-2.757576 0.181818 7.471993
1.969697 0.424242 3.159780
-2.333333 -0.666667 3.666667
-0.696970 -0.060606 0.471074
-0.939394 -1.191919 -4.800224
-2.878788 -1.676768 -2.958780
2.454545 1.272727 -0.454545
-2.333333 0.626263 3.875625
-1.787879 1.151515 -2.107438
-0.696970 0.181818 0.353535
-1.242424 0.707071 -0.456178
3.000000 -1.595960 -1.188348
-1.848485 0.424242 2.696970
2.151515 1.757576 -7.727273
1.121212 -0.545455 0.067034
-0.030303 0.909091 -3.304867
-0.515152 -0.141414 0.185389
2.575758 -2.000000 -9.365473
1.121212 1.232323 -4.817366
2.212121 0.545455 3.703398
-1.242424 0.909091 -1.762167
-0.939394 -0.222222 0.684930
-2.575758 -1.515152 -2.548209
-2.696970 1.757576 -5.082645
1.909091 -0.828283 0.900418
2.939394 -0.383838 8.050709
1.787879 -1.757576 -9.159780
-2.212121 -0.909091 1.587695
-1.484848 -0.989899 -1.714825
-2.757576 1.232323 1.529742
0.333333 0.707071 -1.888685
1.121212 1.636364 -9.453627
-2.151515 1.434343 -3.600347
1.787879 -0.222222 2.998980
-0.575758 -0.707071 -1.668299
-0.818182 0.666667 -1.108356
2.212121 -1.272727 -1.585859
-0.818182 0.989899 -3.250179
2.090909 -1.474747 -4.327620
